yr,mon,d,stars
2024,2,10,11
2024,2,11,12
2024,2,12,8
2024,2,13,13
2024,2,14,17
2024,2,15,12
2024,2,16,10
2024,2,17,5
2024,2,18,12
2024,2,19,8
2024,2,20,17
2024,2,21,9
2024,2,22,10
2024,2,23,22
2024,2,24,10
2024,2,25,16
2024,2,26,13
2024,2,27,11
2024,2,28,13
2024,2,29,19
2024,3,1,13
2024,3,2,14
2024,3,3,6
2024,3,4,19
2024,3,5,15
2024,3,6,15
2024,3,7,13
2024,3,8,16
2024,3,9,12
2024,3,10,6
2024,3,11,11
2024,3,12,20
2024,3,13,11
2024,3,14,23
2024,3,15,21
2024,3,16,10
2024,3,17,15
2024,3,18,12
2024,3,19,12
2024,3,20,10
2024,3,21,16
2024,3,22,16
2024,3,23,9
2024,3,24,10
2024,3,25,8
2024,3,26,19
2024,3,27,17
2024,3,28,18
2024,3,29,14
2024,3,30,7
2024,3,31,8
2024,4,1,13
2024,4,2,18
2024,4,3,10
2024,4,4,13
2024,4,5,11
2024,4,6,13
2024,4,7,19
2024,4,8,18
2024,4,9,17
2024,4,10,16
2024,4,11,12
2024,4,12,17
